term_name,description,field_authority_link,field_date,field_person_alternate_name,field_preferred_name_fuller_form,field_preferred_name_number,field_preferred_name_prefix,field_preferred_name_rest,field_preferred_name_suffix,field_primary_part_of_name,field_unique_id
"Bugher, John C.",,viaf%%http://viaf.org/viaf/211649272|lcnaf%%http://id.loc.gov/authorities/names/no2005038552,,,,,,John C.,,Bugher,dfe6b1ec-4f44-41ac-95a3-ecff590342c4
"Bullis, Harry A. (Harry Amos), 1890-1963",,viaf%%http://viaf.org/viaf/12007205|lcnaf%%http://id.loc.gov/authorities/names/no2003120928,1890/1963,,Harry Amos,,,Harry A.,,Bullis,eca822d7-0a68-40ef-83a3-18e4aa3ae523
"Bunting, George L., Jr.",,,,,,,,George L.,Jr.,Bunting,547798a1-056b-44ad-a77f-25f540dd561e
"Burger, Paula",,,,,,,,Paula,,Burger,639dcda1-3d9f-4c47-bcd0-753641e9165b
"Burgess, Annette",,,,,,,,Annette,,Burgess,86a2953b-d0db-4bfa-a3cf-4ea44f947e08
"Burk, Dean, 1904-1988",,viaf%%http://viaf.org/viaf/8398869|lcnaf%%http://id.loc.gov/authorities/names/no2009166233,1904/1988,,,,,Dean,,Burk,5333fe5e-1f92-485b-a845-c1b82e1bf77f
"Burke, Bernard F., 1928-",,viaf%%http://viaf.org/viaf/9953422|lcnaf%%http://id.loc.gov/authorities/names/n88231241,1928/,,,,,Bernard F.,,Burke,c6ba3bdf-2671-4603-8f0a-3ebe555dae4f
"Burling, Edward B. 1870-1966",,viaf%%http://viaf.org/viaf/1837579|lcnaf%%http://id.loc.gov/authorities/names/n2002126270,1870/1966,,,,,Edward B.,,Burling,bcbdedc2-cfdc-487e-82ca-d15cf986f843
"Burrell, Gladys",,,,,,,,Gladys,,Burrell,85d57922-458c-40ed-94c4-7606d2740240
"Busch-Vishniac, Ilene J.",,viaf%%http://viaf.org/viaf/39532265|lcnaf%%http://id.loc.gov/authorities/names/n98009836,,,,,,Ilene J.,,Busch-Vishniac,0d243aea-1f87-4b74-bbf8-b0d783be8f60
Busey,,,,,,,,,,Busey,52968c8c-cb0e-4800-bfe0-bd76ecfe9a14
"Bush, George, 1924-2018",,viaf%%http://viaf.org/viaf/102345968|lcnaf%%http://id.loc.gov/authorities/names/n80015879,1924/2018,,,,,George,,Bush,9f793de1-e72e-4bb8-9d68-9bd91b05f8d3
"Bush, Vannevar, 1890-1974",,viaf%%http://viaf.org/viaf/15572358|lcnaf%%http://id.loc.gov/authorities/names/n79131976,1890/1974,,,,,Vannevar,,Bush,03672f89-1274-4201-9792-65cfffa64f51
Bushong,,,,,,,,,,Bushong,9ae46a9a-637d-4328-b29e-0b731facfb0a
"Butekunst, F.","Location information: Philadelphia, PA, PA",,,,,,,F.,,Butekunst,b8ae8f1e-5c84-434b-a0eb-2d02a6e50c8c
"Buttre, John Chester, 1821-1893",,lcnaf%%http://id.loc.gov/authorities/names/n88131588,1821/1893,,,,,John Chester,,Buttre,07abe2c9-f606-46c6-819f-8e0ba2fde0c5
"Byerly, Theodore Carroll, 1902-1990",,viaf%%http://viaf.org/viaf/267597032,1902/1990,,,,,Theodore Carroll,,Byerly,e5a2c185-7bc1-4d39-a20d-988ab356c11e
C.S.,,,,,,,,,,C.S.,21932811-5a82-4d09-ba80-68bb3c63f5a5
"Cade, J. J., active 1890-1900",Location information: New York,lcnaf%%http://id.loc.gov/authorities/names/no2003082233|viaf%%http://viaf.org/viaf/21837466,1890/1900,,,,,J. J.,,Cade,5add7d17-4df2-4606-b3ff-d2d8edac5bd6
"Cahan, Herbert B.",,,,,,,,Herbert B.,,Cahan,87b4e568-5bd5-4d18-929b-b8054a3f06ca
"Calfee, Kennard",,,,,,,,Kennard,,Calfee,958a9f5c-e9cb-4bdb-b09a-c3254193f8d1
"Calfee, Lu",,,,,,,,Lu,,Calfee,5318dc06-be8c-44b7-9e2c-b91351fee976
"Calverley, Charles, 1833-1914",,lcnaf%%http://id.loc.gov/authorities/names/nr97038880|viaf%%http://viaf.org/viaf/18091884,1833/1914,,,,,Charles,,Calverley,27737ad8-a6b8-474e-b7e0-ca13ee0635eb
"Cameron, John L.",,viaf%%http://viaf.org/viaf/17403143|lcnaf%%http://id.loc.gov/authorities/names/n85271214,,,,,,John L.,,Cameron,32899017-25d0-4a34-a02e-640936c8ae3c
"Campbell, Donald T. (Donald Thomas), 1916-1996",,viaf%%http://viaf.org/viaf/108960983|lcnaf%%http://id.loc.gov/authorities/names/n79091847,1916/1996,,Donald Thomas,,,Donald T.,,Campbell,2c6846d9-8510-47f4-af76-f737af5acc5b
"Campbell, J. K.",Location information: New York,,,,,,,J. K.,,Campbell,17feec00-d14b-4b11-bf32-c7821125560d
Campbell,"Location information: Norfolk, VA, VA",,,,,,,,,Campbell,50df2cbb-700e-417b-b175-19c1abe4bddc
"Carey, Mary Lewis, 1910-1986",,,1910/1986,,,,,Mary Lewis,,Carey,9ec9c086-d530-4854-bbe0-54ffbf82c67e
"Carlotto, Ercole",,,,,,,,Ercole,,Carlotto,b2a05422-5b21-4e18-acd5-428e7d9a91c7
"Carlson, William D. (William Dwight), 1928-",,viaf%%http://viaf.org/viaf/33415356|lcnaf%%http://id.loc.gov/authorities/names/n84800675,1928/,,William Dwight,,,William D.,,Carlson,1c9886a3-f9ff-4c1c-a586-69a4375bddd0
"Carpenter, James H.",,,,,,,,James H.,,Carpenter,56165d0f-1d1e-4c00-9e0e-0e3f34913958
"Carritt, Dayton E. (Dayton Ernest), 1915-1993",,viaf%%http://viaf.org/viaf/78704272|lcnaf%%http://id.loc.gov/authorities/names/nr2001008297,1915/1993,,Dayton Ernest,,,Dayton E.,,Carritt,63fac8a8-c8d7-4088-946d-797eb62b2613
"Carroll, Tom","Location information: Santa Monica, CA, CA",,,,,,,Tom,,Carroll,15aad8ed-e9f4-4c55-91a5-63a4c6439f76
"Carruthers, George R.",,viaf%%http://viaf.org/viaf/271175327|lcnaf%%http://id.loc.gov/authorities/names/n82226761,,,,,,George R.,,Carruthers,70d6666b-cda2-44ab-aad2-468f2afea049
"Carson, Ben",,viaf%%http://viaf.org/viaf/71503552|lcnaf%%http://id.loc.gov/authorities/names/n90607854,,,,,,Ben,,Carson,bcc4537a-91d6-4842-9225-7a72f0e8da0e
"Carson, Leon D.",,,,,,,,Leon D.,,Carson,6b46a3f1-40e8-4eeb-ac9a-44f589f1edb3
"Carter, George Francis, 1912-2004",,viaf%%http://viaf.org/viaf/110875354|lcnaf%%http://id.loc.gov/authorities/names/n80046509,1912/2004,,,,,George Francis,,Carter,00a18cc3-d0de-44b9-ab79-baccf5fdf7e7
"Carter, Ken",,,,,,,,Ken,,Carter,2279885c-529e-4546-96e3-f59424d3026b
"Carter, Youngman, 1904-1969",,lcnaf%%http://id.loc.gov/authorities/names/n84057245|viaf%%http://viaf.org/viaf/40440056,1904/1969,,,,,Youngman,,Carter,e0a0d667-02fb-4e1d-a29d-2a0b6d383096
"Carton, Lonnie Caming, 1928-",,viaf%%http://viaf.org/viaf/60353737|lcnaf%%http://id.loc.gov/authorities/names/n79045112,1928/,,,,,Lonnie Caming,,Carton,94a83622-dcfc-4c07-b7e0-ca2ec0dfd63d
"Castro-Klarén, Sara",,viaf%%http://viaf.org/viaf/49276048|lcnaf%%http://id.loc.gov/authorities/names/n88226531,,,,,,Sara,,Castro-Klarén,22d771fd-a185-4140-a89e-95de6577b0c0
"Cavagnaro, Louise",,,,,,,,Louise,,Cavagnaro,c2dfc4ea-92ff-4f66-9ccc-c9400aa3278f
"Cayley, Arthur, 1821-1895",,viaf%%http://viaf.org/viaf/69046313|lcnaf%%http://id.loc.gov/authorities/names/n90604166,1821/1895,,,,,Arthur,,Cayley,a3b5ea92-6425-4c5d-a2c9-8aff0124f7c8
"Chambers, Ken",,,,,,,,Ken,,Chambers,b808a2e9-c084-450c-8d3c-5e9d38824cb5
"Chapanis, Alphonse",,viaf%%http://viaf.org/viaf/69084067|lcnaf%%http://id.loc.gov/authorities/names/n88607375,,,,,,Alphonse,,Chapanis,e994e586-d290-4887-908c-b309af344a97
"Chapman, R. B.",,,,,,,,R. B.,,Chapman,ba5f337f-6d87-4b99-8d9c-faac4541fb51
"Chapman, Randolph W.",,viaf%%http://viaf.org/viaf/77941823|lcnaf%%http://id.loc.gov/authorities/names/n90672206,,,,,,Randolph W.,,Chapman,5e1c4bde-1771-478e-99f5-7bca0e9317c2
"Charsthulf, L. R.",,,,,,,,L. R.,,Charsthulf,7d375de1-d85d-4618-904c-6b23c1d25933
"Chase, Herman B. (Herman Burleigh), 1913-",,viaf%%http://viaf.org/viaf/21512872|lcnaf%%http://id.loc.gov/authorities/names/n2003010952,1913/,,Herman Burleigh,,,Herman B.,,Chase,d3802662-ab5b-40a1-bc41-00595ab9b206
"Chaseman, Joel",,,,,,,,Joel,,Chaseman,30ec9f17-565a-4c62-9086-49024ef8e9ca
"Chaucer, Geoffrey, -1400",,viaf%%http://viaf.org/viaf/100185203|lcnaf%%http://id.loc.gov/authorities/names/n79027228,/1400,,,,,Geoffrey,,Chaucer,feb2074a-5c58-4fb6-a268-fd4eb381a294
"Chesney, Alan M. (Alan Mason), 1888-1964",,viaf%%http://viaf.org/viaf/73519741|lcnaf%%http://id.loc.gov/authorities/names/no2002038614,1888/1964,,Alan Mason,,,Alan M.,,Chesney,234bedcc-b53c-4e70-9684-f22783322f9a
Chidnoff,Location information: New York,,,,,,,,,Chidnoff,2a8a58e3-3137-4665-b710-21cc041690d3
"Childress, Richard",Associated information: Sunpapers,,,,,,,Richard,,Childress,1f360508-4367-48a0-87a7-02634b2094b2
"Childs, Barton",,viaf%%http://viaf.org/viaf/120727979|lcnaf%%http://id.loc.gov/authorities/names/n84048994,,,,,,Barton,,Childs,4780060b-e325-4d8a-948c-e2b569095956
"Chimbidis, James",,viaf%%http://viaf.org/viaf/67713567|lcnaf%%http://id.loc.gov/authorities/names/n77015000,,,,,,James,,Chimbidis,ce800309-79cc-494a-813c-51845f7766b2
"Chisholm, Shirley, 1924-2005",,viaf%%http://viaf.org/viaf/69058172|lcnaf%%http://id.loc.gov/authorities/names/n50038170,1924/2005,,,,,Shirley,,Chisholm,f115f236-3e83-43b6-a8b3-7cc71d030986
"Christ, Carl F.",,viaf%%http://viaf.org/viaf/108394122|lcnaf%%http://id.loc.gov/authorities/names/n93090396,,,,,,Carl F.,,Christ,25cf2d34-c9e7-4f2a-b1b8-434d2d3ed5e6
Christhilf,,,,,,,,,,Christhilf,436f2104-0440-43a7-add0-f70c088f7575
"Christie, A. G. (Alexander Graham)",,,,,Alexander Graham,,,A. G.,,Christie,54b5e4c8-1899-47c2-a486-6ea736ebbc28
"Ciccarone, Henry",,,,,,,,Henry,,Ciccarone,c239444d-303b-4867-8567-e4fb9ecb13db
"Ciesielski, Mike",,,,,,,,Mike,,Ciesielski,54936b7d-11df-4e36-bc26-d7164cba83e0
"Civiletti, Benjamin R.",,viaf%%http://viaf.org/viaf/94460573|lcnaf%%http://id.loc.gov/authorities/names/n78042345,,,,,,Benjamin R.,,Civiletti,30e31739-1e99-443f-8c61-cf88a89dcfe5
"Clark, Anne C.",,,,,,,,Anne C.,,Clark,8e577db8-06c0-4fd1-b5ae-05849a50ed7c
"Clark, Austin Hobart, 1880-1954",,viaf%%http://viaf.org/viaf/54396241|lcnaf%%http://id.loc.gov/authorities/names/no97055243,1880/1954,,,,,Austin Hobart,,Clark,c13abb0f-fa43-4290-a385-8c5072f717a2
"Clark, John W.",,,,,,,,John W.,,Clark,837dd2e7-1a38-460d-af6f-3e454011ddb8
"Clark, Noel",,,,,,,,Noel,,Clark,6c3f4f5b-f10f-4670-bbc1-f4d45a2d4b59
"Clark, W. Mansfield (William Mansfield), 1884-1964",,viaf%%http://viaf.org/viaf/77379438|lcnaf%%http://id.loc.gov/authorities/names/n83825592,1884/1964,,William Mansfield,,,W. Mansfield,,Clark,b2631132-fd14-4736-9a79-386f1c9c895d
"Clarke, J. Pat",,,,,,,,J. Pat,,Clarke,8eb2d043-effe-4d52-b8a5-74308efa6fc6
"Clauser, Francis H.",,viaf%%http://viaf.org/viaf/172705626|lcnaf%%http://id.loc.gov/authorities/names/no2011101615,,,,,,Francis H.,,Clauser,5a179514-4452-4f7e-996a-d4cf3808828a
"Clements, Gabrielle de Veaux, 1858-1948",,lcnaf%%http://id.loc.gov/authorities/names/nr2005022876|viaf%%http://viaf.org/viaf/76273343,1858/1948,,,,,Gabrielle de Veaux,,Clements,55a91695-8f03-48a1-bb26-57ce26c006ec
"Cocoran, Timmy",,,,,,,,Timmy,,Cocoran,ec18b338-4063-46de-b159-c76db30eb9bf
"Coffey, Donald S.",,viaf%%http://viaf.org/viaf/94716044|lcnaf%%http://id.loc.gov/authorities/names/n81044217,,,,,,Donald S.,,Coffey,e8215b99-10a6-4dc9-b3c6-bc15b50c0b7e
"Cohen, David William",,viaf%%http://viaf.org/viaf/108308830|lcnaf%%http://id.loc.gov/authorities/names/n82271228,,,,,,David William,,Cohen,c1caa539-6178-49be-85ed-00ba0f9a19aa
"Cohen, Hank","Location information: Delray Beach, FL, FL",,,,,,,Hank,,Cohen,0200f1ab-c135-45c9-bb29-d1d2a1762d6b
"Cole, Thomas Casilear, 1888-1976",Name uncertain.,ulan%%http://vocab.getty.edu/page/ulan/500044166|viaf%%http://viaf.org/viaf/95970493,1888/1976,,,,,Thomas Casilear,,Cole,7f2a439c-45eb-4f95-a0ff-7923dc407315
"Coleman, Elliott, 1906-1980",,viaf%%http://viaf.org/viaf/167140375|lcnaf%%http://id.loc.gov/authorities/names/n50026823,1906/1980,,,,,Elliott,,Coleman,29dc33ed-b694-46fe-a1ec-9e8281ad9e0f
"Coleman, James S., 1926-1995",,viaf%%http://viaf.org/viaf/36946023|lcnaf%%http://id.loc.gov/authorities/names/n79082163,1926/1995,,,,,James S.,,Coleman,90d95d47-51bf-4e5a-885b-65770092dc81
"Coll, Blanche D.",,,,,,,,Blanche D.,,Coll,3ae083f9-2208-4b04-b559-c480b611de22
"Collins, Elba",Location information: New York,,,,,,,Elba,,Collins,d6171a44-8546-45f3-88d1-15acf7f99a7e
"Colp, J. L.",,viaf%%http://viaf.org/viaf/57913322,,,,,,J. L.,,Colp,7527dc50-752d-43e5-ad71-0eca3ae9a5fe
"Comte, Gilbert",,viaf%%http://viaf.org/viaf/248834028|lcnaf%%http://id.loc.gov/authorities/names/n88648429,,,,,,Gilbert,,Comte,7b64a125-9a3e-4700-9c61-1cfea190ad89
"Conant, James Bryant, 1893-1978",,viaf%%http://viaf.org/viaf/52483290|lcnaf%%http://id.loc.gov/authorities/names/n50030042,1893/1978,,,,,James Bryant,,Conant,ee5a99ea-7480-4473-b92a-6e30b37f8997
"Condon, Edward Uhler, 1902-1974",,viaf%%http://viaf.org/viaf/24662551|lcnaf%%http://id.loc.gov/authorities/names/n50030051,1902/1974,,,,,Edward Uhler,,Condon,21945213-febb-441f-8ed6-66fd7b8949af
"Cone, Richard A.",,viaf%%http://viaf.org/viaf/225671068,,,,,,Richard A.,,Cone,df5519a3-243d-4bd6-bc36-b4828a17687a
"Connolly, Thomas F.",,viaf%%http://viaf.org/viaf/278846817|lcnaf%%http://id.loc.gov/authorities/names/n80038098,,,,,,Thomas F.,,Connolly,d7f15c56-bfb8-4a56-ba5d-23e11c0c50e2
"Contini, Renato",,viaf%%http://viaf.org/viaf/50835719|lcnaf%%http://id.loc.gov/authorities/names/n89649205,,,,,,Renato,,Contini,3ea99817-234a-44ae-8d44-87facd5a0695
"Cook Gailloud, Kristin A.",,viaf%%http://viaf.org/viaf/125159234078403370680,,,,,,Kristin A.,,Cook Gailloud,432f9b17-2f0d-4f6b-9f56-9a6cc4291c0b
"Cook, George H.",,,,,,,,George H.,,Cook,9922aaf2-019f-45e6-8dc5-6761b2cca333
"Cooper, G. Arthur (Gustav Arthur), 1902-2000",,viaf%%http://viaf.org/viaf/67706902|lcnaf%%http://id.loc.gov/authorities/names/n50017605,1902/2000,,Gustav Arthur,,,G. Arthur,,Cooper,efeb8a3c-f2c9-4a1c-98ed-5b81fcbafccc
"Cooper, John",,,,,,,,John,,Cooper,3261a577-36ab-4a51-838f-8be6d367826c
"Cooper, Joseph, 1933-",,viaf%%http://viaf.org/viaf/109099969|lcnaf%%http://id.loc.gov/authorities/names/n80156317,1933/,,,,,Joseph,,Cooper,3083a446-8bff-432b-b5a0-4853594bb31c
"Copernicus, Nicolaus, 1473-1543",,viaf%%http://viaf.org/viaf/71389288|lcnaf%%http://id.loc.gov/authorities/names/n79039943,1473/1543,,,,,Nicolaus,,Copernicus,09227ee8-2980-4c88-9542-1f774200f683
"Corey, E. J.",,viaf%%http://viaf.org/viaf/66530295|lcnaf%%http://id.loc.gov/authorities/names/n83002396,,,,,,E. J.,,Corey,5194e64d-364e-4763-9736-ebafdd99df46
"Corner, Thomas Cromwell, 1865-1938",,lcnaf%%http://id.loc.gov/authorities/names/no00068240|viaf%%http://viaf.org/viaf/75863928,1865/1938,,,,,Thomas Cromwell,,Corner,b647475b-be42-4036-8c63-53781ac810db
"Corrin, Brownlee",,,,,,,,Brownlee,,Corrin,b5b75b2e-b92d-4a96-a455-41c322218fd4
"Corwin, Alsoph Henry, 1908-2007",,,1908/2007,,,,,Alsoph Henry,,Corwin,c7b1ad8d-35d4-4c1c-9e1e-d659513e1d62
"Corwin, Irene Davis",,,,,,,,Irene Davis,,Corwin,afd1c857-16e3-40da-8161-adce7e87c842
"Cotton, Marietta, 1889-1927",,ulan%%http://vocab.getty.edu/page/ulan/500006868|viaf%%http://viaf.org/viaf/95722782,1889/1927,,,,,Marietta,,Cotton,e1f98bc4-445b-4b73-a199-fd9252b3c97e
"Couchman, Charles E.",,,,,,,,Charles E.,,Couchman,145e6822-7f13-4fc6-b087-66541dbb27c1
"Courtney, Margaret",,,,,,,,Margaret,,Courtney,974f8258-3322-449a-96f8-4050cec2a51b
"Cox, Ami",Academic advisor at Johns Hopkins University.,,,,,,,Ami,,Cox,82df557f-9fe7-4246-8a2d-b5dc7cc8ae56
"Cram, Eloise B. (Eloise Blaine), 1896-1957",,viaf%%http://viaf.org/viaf/47143010|lcnaf%%http://id.loc.gov/authorities/names/no2004108166,1896/1957,,Eloise Blaine,,,Eloise B.,,Cram,660a4de0-f530-4d6c-ac1c-617d907ea52f
"Crandall, Berton W., 1882-1979","Location information: Palo Alto, CA, CA",viaf%%http://viaf.org/viaf/88147118290626342204,1882/1979,,,,,Berton W.,,Crandall,ef47ee45-e886-4204-b561-2cc3362bc718
"Crenson, Matthew A., 1943-",,viaf%%http://viaf.org/viaf/35809472|lcnaf%%http://id.loc.gov/authorities/names/n82154760,1943/,,,,,Matthew A.,,Crenson,bf5167ce-6d99-4567-abcd-bc50a61a1c84
"Crick, Francis, 1916-2004",,viaf%%http://viaf.org/viaf/49223910|lcnaf%%http://id.loc.gov/authorities/names/n81086851,1916/2004,,,,,Francis,,Crick,2169a7a1-450e-4307-b2bd-7f82e7954484
"Criley, J. Michael",,viaf%%http://viaf.org/viaf/8722744|lcnaf%%http://id.loc.gov/authorities/names/n82023706,,,,,,J. Michael,,Criley,664627fb-50ed-4af1-a8d0-34abfc94448c
"Crosby, Philip B.",,,,,,,,Philip B.,,Crosby,5260dc6e-ed35-40cc-8a85-f61146fed3e3
"Cross, James E., 1937-",,,1937/,,,,,James E.,,Cross,cc34acea-a2a3-4fbe-bfb6-a9189867582c
"Cullis, Winifred",,viaf%%http://viaf.org/viaf/23898599|lcnaf%%http://id.loc.gov/authorities/names/n97858137,,,,,,Winifred,,Cullis,597d3d06-840d-4416-96a5-d38edeebb1c9
"Cummins, James S.","Location information: Baltimore, MD, MD",,,,,,,James S.,,Cummins,6382df7d-7793-453e-881c-36ba726f987f
Cummins,,,,,,,,,,Cummins,9e61ae97-b3f3-4eff-84c8-a1cf17763711
"Curtin, Philip D.",,viaf%%http://viaf.org/viaf/4942586|lcnaf%%http://id.loc.gov/authorities/names/n50017194,,,,,,Philip D.,,Curtin,7bcf7413-261b-496a-a9b7-158377ea841b
Curtiss,"Location information: Madison, WI, WI",,,,,,,,,Curtiss,01fc4632-240f-4954-80a2-b0e6c454dc42
"Cushing, George M., Jr.",,,,,,,,George M.,Jr.,Cushing,23b96fad-ee16-4714-95b2-901cf6e82e4b
"Cushing, Harvey, 1869-1939",,viaf%%http://viaf.org/viaf/76395316|lcnaf%%http://id.loc.gov/authorities/names/n79132482,1869/1939,,,,,Harvey,,Cushing,5b90ba6b-cb93-48a2-8abe-64fc9dad2ab1
"Czerny, Carl, 1791-1857",,viaf%%http://viaf.org/viaf/5057493|lcnaf%%http://id.loc.gov/authorities/names/n79115301,1791/1857,,,,,Carl,,Czerny,9fd306ed-8dc9-402d-9666-906d94652cc4
"Dabour, John, 1837-1905",,,1837/1905,,,,,John,,Dabour,e8144a47-94f8-4dd1-b882-ad4c421cddda
Dana,Location information: New York,,,,,,,,,Dana,abea184f-43e3-4fb8-b7b0-10e08a2af7a5
"Dandy, Walter Edward, 1886-1946",,viaf%%http://viaf.org/viaf/77217919|lcnaf%%http://id.loc.gov/authorities/names/n82236300,1886/1946,,,,,Walter Edward,,Dandy,fe5fcc74-09cf-40f5-a8ad-ae25cf316d03
"Daniels, Ronald J. (Ronald Joel), 1959-",,viaf%%http://viaf.org/viaf/10013636|lcnaf%%http://id.loc.gov/authorities/names/n96082989,1959/,,Ronald Joel,,,Ronald J.,,Daniels,8f673857-4687-4e3b-983c-afa719145b3d
"Darwin, Charles, 1809-1882",,viaf%%http://viaf.org/viaf/27063124|lcnaf%%http://id.loc.gov/authorities/names/n78095637,1809/1882,,,,,Charles,,Darwin,7691e3b2-abe0-44a3-9fd5-6101475fbcba
"Davidsen, Arthur Falnes, 1944-",,viaf%%http://viaf.org/viaf/31140280|lcnaf%%http://id.loc.gov/authorities/names/n89617703,1944/,,,,,Arthur Falnes,,Davidsen,46e597a5-4a75-421a-9ca1-028018c4b41e
"Davies, Malcolm",,,,,,,,Malcolm,,Davies,f0758b53-e9f0-42f2-8ad2-e4e0499fb279
"Davies, T. Harrison",,,,,,,,T. Harrison,,Davies,12a488be-b60b-4661-b9f4-6acac657a5be
"Davis, Carleton",,,,,,,,Carleton,,Davis,73ab38c1-b63d-4fe1-a7ad-75741050a616
"Davis, Carlton",,,,,,,,Carlton,,Davis,76ecfe12-9b04-429b-bdf1-877bbe75ae74
"Davis, F. L.","Location information: Boston, MA, MA",,,,,,,F. L.,,Davis,18ba8e0a-196a-444d-b6aa-9b8d6e24aebf
"Davis, F. W. (Frank W.), 1953-",,viaf%%http://viaf.org/viaf/290405783|lcnaf%%http://id.loc.gov/authorities/names/no96006097,1953/,,Frank W.,,,F. W.,,Davis,76a2ffa1-6dca-4ea0-ae71-4c810d75bc30
"Davis, Frank W.",,,,,,,,Frank W.,,Davis,3fa55c3d-9a8f-4006-bd18-3ee5c7620897
"Davis, Marc, 1913-2000",,viaf%%http://viaf.org/viaf/50876934|lcnaf%%http://id.loc.gov/authorities/names/n92020260,1913/2000,,,,,Marc,,Davis,df1af7cd-dacc-4d31-9b77-a8d3952e8d38
"Davis, O.",,,,,,,,O.,,Davis,8434d454-1055-4fb8-8a34-92931b0fb3b0
"Davis, Paxton, 1925-",,viaf%%http://viaf.org/viaf/35258014|lcnaf%%http://id.loc.gov/authorities/names/n79109049,1925/,,,,,Paxton,,Davis,b0feb94a-9ed0-4cab-a7f2-007f64638ba8
"Dayton, William A. (William Adams), 1885-1958",,viaf%%http://viaf.org/viaf/91318780|lcnaf%%http://id.loc.gov/authorities/names/no99006422,1885/1958,,William Adams,,,William A.,,Dayton,5c2d4df1-e95d-4c66-996d-cf7393f7817e
"de Gast, Robert","Location information: Annapolis, MD, MD",,,,,,,Robert,,de Gast,4d922a97-8b68-4057-a5c0-67a3cb99d14a
"DeAngelis, Catherine, 1940-",,viaf%%http://viaf.org/viaf/9909907|lcnaf%%http://id.loc.gov/authorities/names/n79064888,1940/,,,,,Catherine,,DeAngelis,b26d4483-27df-4864-a33f-e7725e847718
"Decker, E.","Location information: Cleveland, OH, OH",,,,,,,E.,,Decker,f12accf6-9584-4698-b853-1bb9e996f78e
"DeLeonardis, Lisa",,viaf%%http://viaf.org/viaf/31222466|lcnaf%%http://id.loc.gov/authorities/names/n94023296,,,,,,Lisa,,DeLeonardis,999c237f-5bae-4af8-8dc4-753dfa6e9902
"Delo, David M., 1905-",,viaf%%http://viaf.org/viaf/50889915|lcnaf%%http://id.loc.gov/authorities/names/n92121523,1905/,,,,,David M.,,Delo,7db62366-5c92-4c7e-b863-e862dc8f6528
Dementi,"Location information: Richmond, VA, VA",,,,,,,,,Dementi,a1c5ac4e-8fa8-4514-a30d-175922145f60
"Deming, Edwin Willard, 1860-1942",,lcnaf%%http://id.loc.gov/authorities/names/n79026741,1860/1942,,,,,Edwin Willard,,Deming,061aa6e1-9add-4829-a5ee-8272cd39b8d5
"Denison, Bill",,,,,,,,Bill,,Denison,0b54a0ac-96bf-44c2-9ba8-84c6e7926af0
"Denison, William",,,,,,,,William,,Denison,5138653f-5570-4238-ae7d-75b064be7984
"Deschanel, Caleb, 1944-",,viaf%%http://viaf.org/viaf/37122919|lcnaf%%http://id.loc.gov/authorities/names/no97003745,1944/,,,,,Caleb,,Deschanel,5df98f8f-363e-498f-b34a-8a69bf87710c
"Dethier, V. G. (Vincent Gaston), 1915-1993",,viaf%%http://viaf.org/viaf/109098695|lcnaf%%http://id.loc.gov/authorities/names/n79092478,1915/1993,,Vincent Gaston,,,V. G.,,Dethier,0f95c580-a5a2-4385-9c13-e7e91a27f5cd
"Detienne, Marcel",,viaf%%http://viaf.org/viaf/108443541|lcnaf%%http://id.loc.gov/authorities/names/n80120944,,,,,,Marcel,,Detienne,2077a0b1-3c05-47d9-8594-f687750e9cde
"Deutch, John M., 1938-",,viaf%%http://viaf.org/viaf/278433716|lcnaf%%http://id.loc.gov/authorities/names/n78093040,1938/,,,,,John M.,,Deutch,1e082723-f781-4fcd-988a-77141d4be69e
"DeVorkin, David H., 1944-",,viaf%%http://viaf.org/viaf/94807495|lcnaf%%http://id.loc.gov/authorities/names/n82003426,1944/,,,,,David H.,,DeVorkin,7029181d-2acc-42a9-8005-c12bf89deb2a
"Devries, William Levering, 1865-1937",,viaf%%http://viaf.org/viaf/219620383,1865/1937,,,,,William Levering,,Devries,110b566b-c17e-4309-95b9-1e43890a6a68
"Dewey, John, 1859-1952",,viaf%%http://viaf.org/viaf/76314623|lcnaf%%http://id.loc.gov/authorities/names/n79060532,1859/1952,,,,,John,,Dewey,32791c8e-8124-4486-9b80-4ed85673372b
Diana (Roman deity),,viaf%%http://viaf.org/viaf/310625631|lcnaf%%http://id.loc.gov/authorities/names/no2014110163,,,Roman deity,,,,,Diana,7c048401-2ea9-4ef9-87fe-378eb6fa8bf1
"Dickey, John Sloan, 1907-1991",,viaf%%http://viaf.org/viaf/111485663|lcnaf%%http://id.loc.gov/authorities/names/n90646802,1907/1991,,,,,John Sloan,,Dickey,439cd689-858d-4737-8045-25fa5270b657
"Dickinson, Emily, 1830-1886",,viaf%%http://viaf.org/viaf/31995584|lcnaf%%http://id.loc.gov/authorities/names/n79054166,1830/1886,,,,,Emily,,Dickinson,7e37df83-72e3-4a9b-a993-7d8bfb460476
"Dickson, James",,,,,,,,James,,Dickson,d20cafd3-5fa9-401c-8235-526d4b346528
"Diehl, Kristen",,,,,,,,Kristen,,Diehl,95609870-163b-41b6-aa01-c57590aacd33
"Dieterich, Waldemar Franklin, 1876-1953",,,1876/1953,,,,,Waldemar Franklin,,Dieterich,3f76e311-00cd-4246-ba3a-3db4fcd8e751
"Dieterick, Louis P.",,,,,,,,Louis P.,,Dieterick,890acdbc-a2bb-4add-b172-b3a9079a9820
